# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:04:13
# GED
# ------------------------

"var_x","var_y"
0.427034377353266,0.0594365689903498
0.541894261492416,0.526618380565196
0.355325833661482,0.714488661848009
0.289213424548507,0.316993651911616
0.36685812054202,0.784140042960644
0.504461107309908,0.356626770226285
0.639518002979457,0.742518299957737
0.931704508140683,0.994893840979785
0.80389909283258,0.892580799059942
0.592602789169177,0.578755275812
0.460847850656137,0.760385531466454
0.637739557074383,0.767309504561126
0.866623627720401,0.67408084939234
0.43339401576668,0.705321276094764
0.955492334906012,0.58284197258763
0.0104182325303555,0.0370504746679217
0.940527898957953,0.231982033699751
0.859423081157729,0.249063142109662
0.0925834977533668,0.329824871616438
0.324413647642359,NA
0.711267268517986,0.351963894441724
0.0993532023858279,0.672472093487158
0.604917465476319,0.335943098645657
0.343576793093234,0.384339142590761
0.104488227516413,0.728300519287586
0.401991231832653,0.766464195447043
0.724155003437772,0.852956901304424
0.615149514982477,0.18157495255582
0.905040774960071,0.582688258960843
0.85472501325421,0.357577408431098
0.129814844811335,0.997997576370835
0.759709349134937,0.0760991810820997
0.905933315632865,0.643702093977481
0.872600062284619,0.834250749787316
0.990967159392312,0.354955984279513
0.269799433415756,0.330164134968072
0.950444150483236,0.686438932316378
0.837340711150318,0.888729571830481
0.000296098180115223,0.930559954605997
NA,0.391149652888998
0.994646597187966,0.468692089430988
0.522640221985057,0.0208409065380692
0.384206044720486,0.395277630072087
0.00354116456583142,0.375592168886214
0.95356761594303,0.0348337893374264
0.378798264078796,0.998591168550774
0.333490464603528,0.149587774882093
0.378139192704111,0.497638740343973
0.191136686597019,0.472500503528863
0.765079438686371,0.857157471822575
0.240317698800936,0.907522513763979
0.119929231470451,0.766976481070742
0.0506879014428705,0.672162079485133
0.246439346112311,0.194318954367191
0.761295835021883,0.69674318516627
0.411863176384941,0.909076358890161
0.214224205119535,0.143059086985886
0.938967422116548,0.357330087106675
0.964769931742921,0.860479514347389
0.872139212442562,0.0153151582926512
0.147974497638643,0.381523205433041
0.869253531331196,0.352401848183945
0.499384728493169,0.085591250564903
NA,0.776743714697659
0.345199123490602,0.791272564791143
0.7343149993103,0.360665867105126
0.62361272634007,0.307931606890634
0.044364285422489,0.222617569612339
0.826648006914183,0.724735787138343
0.137067348929122,0.779350772965699
0.0299296705052257,0.272091762628406
0.926708273822442,0.511685539968312
0.502056286204606,0.506151378154755
0.162021243246272,NA
0.495656123617664,0.0784471302758902
0.0911817024461925,0.896086355671287
0.900002577574924,0.210920955287293
0.0268633521627635,0.444160070968792
0.295453829923645,0.918425826821476
0.974281910806894,0.627901768777519
0.397164830705151,0.0709442878141999
0.623247926589102,0.858704895712435
0.0351504972204566,0.177586155943573
0.0382949886843562,0.115478022489697
0.716936629498377,0.645112183643505
0.0584751917049289,0.790837546577677
0.609331947052851,0.245441201375797
0.0999671572353691,0.661393782123923
0.0134808199945837,0.023036360507831
0.0926951721776277,0.747944655362517
0.861110381782055,0.437620650278404
0.868911202764139,0.696879547555
0.737619729945436,0.917057873681188
0.0760612622834742,0.823586933780462
0.23401526757516,0.671690424438566
0.539826991967857,0.878099472960457
0.74435184081085,0.395431980723515
0.131670525996014,0.200098170433193
0.0544811475556344,0.176378508564085
0.2708049796056,0.985758353723213
0.117347727995366,0.1032227082178
0.0480703795328736,0.0994229905772954
0.967155010206625,0.91638348554261
0.612960489699617,0.883411233080551
0.522555229254067,0.803150587016717
0.00274183414876461,0.571551623987034
0.558930715313181,0.677725387969986
0.534006863366812,0.909080403391272
0.188147922279313,0.193538775434718
0.341472401050851,0.512443579966202
0.0426411968655884,NA
0.612829538295045,0.952711059246212
0.196461752289906,0.576578160282224
0.0570765193551779,0.0707759531214833
0.0878906073048711,0.6379075627774
0.39161100005731,0.0491650404874235
0.154696743004024,0.32092106109485
0.313311443896964,0.732999672181904
0.670594087801874,0.807329768082127
0.488586622290313,0.260787755716592
0.786188017576933,0.223486605565995
0.51052408083342,0.746738913469017
0.162022204138339,0.88328716577962
0.570087338332087,0.140781440073624
0.282348826061934,0.723457147367299
0.48397480440326,0.485342310043052
0.313761905534193,0.337232108460739
0.15417145518586,0.845576670020819
0.311427865177393,0.557552625890821
0.0920572613831609,0.0857290502171963
0.796542255906388,NA
0.37471982371062,0.946854901732877
0.207734625553712,0.289979385212064
0.533573351567611,0.478993257042021
