# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:04:13
# GED
# ------------------------

"var_x","var_y"
0.268654310377315,0.954593631904572
NA,0.768521544756368
0.630609315587208,0.59138020593673
0.782814193284139,0.673938530031592
0.248388473875821,0.486848286818713
0.872389881871641,0.257845090236515
0.496598890749738,0.688136035576463
0.671092035481706,0.497821564786136
0.767882469110191,0.771002908237278
0.63864269037731,NA
0.701598539249972,0.182063795858994
0.991641051834449,0.0562172622885555
0.643164117122069,0.38155408622697
0.110451581887901,0.628635434899479
0.00382161326706409,0.513674917863682
0.178154618246481,0.594529064605013
0.202403339324519,0.802583580603823
NA,0.527376867132261
0.813212761189789,0.7042562935967
0.331981896422803,0.655563045293093
0.0780578951817006,0.226911588571966
0.547685244819149,0.408912788843736
NA,0.235127322841436
0.186323626432568,0.041221643332392
0.113152038771659,0.0441769224125892
0.930397920543328,0.756349301198497
0.788142167497426,0.597826201934367
0.404791263630614,0.882004318293184
0.378813704708591,0.152588203316554
0.231575541198254,0.0542341121472418
0.616488210624084,0.603483021724969
0.453207971528172,0.948986425530165
0.627808801596984,0.763262043939903
0.179203774081543,0.830224037868902
0.66505489544943,0.829724654089659
0.292045670561492,NA
0.256820876616985,0.61142759071663
0.780832261079922,0.996626436244696
0.219416657462716,0.944184674415737
0.320005808258429,0.21902997395955
0.523456128081307,0.991332856705412
0.570121609373018,0.180972548667341
0.586075518745929,0.365076099289581
0.431255568517372,0.616805684287101
0.507538682548329,0.801558791892603
0.215219596400857,0.758008155040443
NA,0.0588179791811854
0.341441223397851,0.0816939412616193
0.52395387343131,0.245490259956568
0.138628092361614,0.0975079503841698
0.0282324082218111,0.298622063361108
0.617705056676641,0.448209156980738
0.956384837627411,0.377762062940747
0.541722956812009,0.0677631811704487
NA,0.675773662282154
0.178140744101256,0.447815640829504
0.219981752103195,0.762926201801747
0.849268776830286,0.368398059392348
NA,0.114237050758675
0.208126550307497,0.885778988478705
0.697879177518189,0.31364762573503
0.309313774341717,0.659678684081882
0.889197762822732,0.590275575872511
0.413157509639859,0.781876374967396
0.180233150953427,0.35080287582241
0.757389051839709,0.310086356010288
0.104235319420695,0.205003808951005
0.415285712806508,0.509616107447073
NA,0.0206198196392506
0.792347938986495,NA
0.394147769082338,0.885275983251631
0.691099454415962,0.928497683256865
0.979219161439687,0.00403400021605194
0.859325000783429,0.511946465820074
0.263948459876701,0.728819768410176
0.596079614711925,0.116733312373981
0.356027114903554,0.203072834992781
0.214058571029454,0.953682161401957
0.758769650245085,NA
0.251924206968397,0.0864764102734625
0.312118526548147,0.72800119058229
0.45463112462312,0.806955381762236
0.360065923538059,0.145957566332072
0.154135668184608,0.25365451280959
0.896877497667447,0.522787028923631
0.238434273051098,0.408210385590792
0.691708480007946,0.574657844146714
0.109016568632796,0.170397405512631
NA,0.610468690749258
0.0421455358155072,0.807956960750744
NA,0.522728473646566
0.0830578554887325,0.940005579032004
0.0258829647209495,0.255003108875826
0.373379037017003,0.150576683925465
0.305966801010072,0.275602100649849
0.927529922686517,0.692126200767234
0.501905625453219,0.101871787803248
0.357850065687671,0.188362790970132
0.846575283911079,0.692756420234218
0.950650174403563,NA
0.569103359943256,0.2252224937547
0.890446201432496,0.557480157818645
0.703947252593935,NA
0.651701037073508,0.73097508517094
0.759015173884109,0.282664463156834
0.883088750299066,0.934411066351458
NA,0.789539681049064
0.373450471553952,0.809445389779285
0.602440410992131,0.207050942117348
0.418472194578499,0.559966963715851
0.743401660118252,NA
0.605924521107227,0.669141342863441
0.724683165783063,0.275159069569781
NA,0.132496980717406
0.871751046273857,0.254243828123435
0.324822209076956,0.975056203547865
0.157524015754461,0.87560750846751
0.843623822554946,0.183337941532955
0.926335166208446,0.683231689268723
0.380913982866332,0.278778999345377
0.275325143942609,0.967467309441417
0.676357793388888,0.692595307715237
0.562528029317036,0.78150304662995
0.376810336951166,0.918980598915368
0.181800538906828,0.702335635200143
0.00908854161389172,NA
0.333418647293001,0.58966860640794
0.510075838770717,0.471517485100776
0.0626791201066226,0.0942691301461309
0.290915717603639,0.647457477403805
0.571092153899372,0.280588187510148
0.789627456804737,0.0571051489096135
0.698553102789447,0.653623858932406
0.0055880204308778,0.644283044850454
0.987507980316877,0.90748168877326
0.38875593431294,NA
0.213243897072971,0.917003061855212
0.952318328665569,0.704167277086526
0.574262515176088,0.954025494633242
0.157350949477404,0.973811527015641
0.313994117546827,0.309038116363809
0.805372811388224,NA
0.902007429627702,0.0456579292658716
0.95487301517278,0.670748580247164
0.496607363922521,0.595146390143782
0.131269640987739,0.689880380872637
0.187577745644376,NA
0.176755147287622,0.749929524259642
0.202206182992086,0.169702685903758
0.460820715641603,NA
0.267442039214075,0.40306957764551
0.0266570951789618,0.339260462205857
NA,0.816024084342644
0.334663639543578,0.894585089525208
0.566171587212011,0.315331064397469
0.737275876803324,0.478749221656471
0.930412386078387,0.630451824748889
0.283048174111173,0.421391909243539
0.078574996907264,0.684678455814719
0.388351998757571,0.96703068818897
0.684612339362502,0.299469400430098
0.304018032271415,0.135626828530803
