# Summary stats for batch processing of regression models
# timestamp: 2022-04-06 14:04:14
# GED
# ------------------------

"ID","file_name","slope","std_error","r2"
1,"ranFile001.csv",0.00353391186012386,0.0322987763201506,1.38074727652748e-05
2,"ranFile002.csv",-0.0989405683109043,0.0516984048587326,0.0098283056856784
3,"ranFile003.csv",0.060693647524327,0.0652837037713996,0.00393117284568337
4,"ranFile004.csv",-0.011218125497945,0.0343198728267249,0.000128247393264282
5,"ranFile005.csv",-0.0918122471575897,0.0549119053036557,0.00876911871772578
6,"ranFile006.csv",-0.00577886048984785,0.0559327908794449,3.11203021404488e-05
7,"ranFile007.csv",-0.102581547519392,0.0416031562382288,0.0122555958596557
8,"ranFile008.csv",-0.00763385878066833,0.033236224017797,5.69677622217295e-05
9,"ranFile009.csv",-0.0313719722957172,0.0369574088388926,0.000980750218733004
10,"ranFile010.csv",-0.0307833928628231,0.0386557746967916,0.000924936153017689
11,"ranFile011.csv",0.257992270897983,0.145852297000547,0.0452613409936669
12,"ranFile012.csv",0.0850913639086387,0.0854396459558909,0.00768935251514961
13,"ranFile013.csv",-0.0977554521545867,0.109781426088246,0.00957703535681628
14,"ranFile014.csv",-0.0588952931689349,0.0425907311110595,0.00321423864069108
15,"ranFile015.csv",0.0488290695404044,0.0490524734408286,0.00251506301348488
16,"ranFile016.csv",0.0162195139896239,0.062960491482247,0.000243929654075693
17,"ranFile017.csv",0.00582209300738449,0.0358338047027356,3.36698938749135e-05
18,"ranFile018.csv",-0.000301678502301406,0.043509955471754,9.65343917057191e-08
19,"ranFile019.csv",-0.00313088871515257,0.0323481000030632,1.00082354333102e-05
20,"ranFile020.csv",-0.0694239325820358,0.0611325704241541,0.00519414998022557
21,"ranFile021.csv",-0.0219462598127666,0.034698196979721,0.000460137426030371
22,"ranFile022.csv",0.00941679658979201,0.0417124893749586,8.16684102041032e-05
23,"ranFile023.csv",-0.0517606965767027,0.0891115311658885,0.00320294778236143
24,"ranFile024.csv",0.00496098117914199,0.0621525185238373,2.89589251102465e-05
25,"ranFile025.csv",-0.00681743008778877,0.0407360439495947,4.65229224880538e-05
26,"ranFile026.csv",0.0510704129426449,0.104589886918489,0.00276476685839735
27,"ranFile027.csv",-0.0126734863222424,0.0642318389043629,0.00013515754655377
28,"ranFile028.csv",0.0306077279296649,0.0517683831997191,0.000967398568321781
29,"ranFile029.csv",-0.035984892130375,0.0703492432260545,0.00134689728104833
30,"ranFile030.csv",0.117107145428346,0.0527846602075154,0.0138681418252886
31,"ranFile031.csv",-0.00118388877799225,0.0495587695683022,1.36196567633483e-06
32,"ranFile032.csv",-0.0164972804052908,0.0333118552749827,0.000270335053149998
33,"ranFile033.csv",0.0168257628489876,0.0329197206852631,0.000280220314387538
34,"ranFile034.csv",-0.0304187127290984,0.0373888331319377,0.000942001141686786
35,"ranFile035.csv",0.00486131870491859,0.0510899867323512,2.42077537402847e-05
36,"ranFile036.csv",-0.020780033122943,0.0560743946243443,0.000428970044582079
37,"ranFile037.csv",0.00672132441161451,0.0396862727850677,4.22416592351911e-05
38,"ranFile038.csv",0.112568885566796,0.0476067183949255,0.0121654616809984
39,"ranFile039.csv",0.0444997736124431,0.0456898777036132,0.00208962784410765
40,"ranFile040.csv",-0.102648767953441,0.0590385172416313,0.0101776270969783
41,"ranFile041.csv",-0.0483941024030529,0.0411746499608862,0.00239255672964507
42,"ranFile042.csv",-0.14396881392015,0.100920571598607,0.016676036129048
43,"ranFile043.csv",0.0831811376937949,0.0588114960659144,0.0066904207691655
44,"ranFile044.csv",-0.112271850192718,0.0817486471358036,0.0125006092182789
45,"ranFile045.csv",0.0488634915624407,0.039111157067877,0.00247930487893572
46,"ranFile046.csv",-0.0611894386045481,0.0497062149020642,0.00392071010579275
47,"ranFile047.csv",-0.0172850907729599,0.0345119470080389,0.000298180263505203
48,"ranFile048.csv",0.0631245992893992,0.0615705215442629,0.00408914118996212
49,"ranFile049.csv",-0.051206549462807,0.0450775711398631,0.00297132230414205
50,"ranFile050.csv",-0.0511197057477561,0.0727402466640767,0.00213347533067617
51,"ranFile051.csv",0.0505471496973181,0.0528996497592943,0.00248842529574494
52,"ranFile052.csv",0.108720776728929,0.0664957178408242,0.0112950610253271
53,"ranFile053.csv",0.00538848409706289,0.0559824808451061,2.92251652740948e-05
54,"ranFile054.csv",0.0168419482566472,0.0714152610347669,0.000325136153389048
55,"ranFile055.csv",-0.0560240299690637,0.12428620413666,0.00281414490211402
56,"ranFile056.csv",-0.0502511812429934,0.0563721233515364,0.00237347839274336
57,"ranFile057.csv",0.0139509110737431,0.0359778753414758,0.000188622661523509
58,"ranFile058.csv",0.00103863228803781,0.0763944851928195,1.08094361799679e-06
59,"ranFile059.csv",0.0806412126576212,0.0376417065057109,0.00659815338377182
60,"ranFile060.csv",-0.0531510239656293,0.0434724234909539,0.00272535461368328
61,"ranFile061.csv",-0.00594209760461086,0.042267801408791,3.28283834283242e-05
62,"ranFile062.csv",0.016400329192774,0.0398525685352753,0.000261682423635733
63,"ranFile063.csv",0.0600873425551588,0.0386350032713146,0.00358652947820542
64,"ranFile064.csv",-0.000877031709108975,0.0380296380566375,7.87919941123517e-07
65,"ranFile065.csv",0.0237181193509888,0.0620147310788851,0.000480937086990665
66,"ranFile066.csv",0.058508130908834,0.0413669135079274,0.00323173135869207
67,"ranFile067.csv",-0.023578275673717,0.0889929984288049,0.000515880833132043
68,"ranFile068.csv",0.0261199083849689,0.0521015039516203,0.000743024728026206
69,"ranFile069.csv",-0.0128507160783122,0.0383477207698413,0.000167582226174432
70,"ranFile070.csv",-0.0313696040671414,0.0498591037550809,0.000952943138728212
71,"ranFile071.csv",-0.167463628147119,0.0668126425135886,0.0247062845629679
72,"ranFile072.csv",0.00866557643691228,0.0416504028591884,7.743032198392e-05
73,"ranFile073.csv",-0.0389929935483296,0.043206818078482,0.00155485933685172
74,"ranFile074.csv",-0.0323760643096135,0.0429613558459438,0.00112334365234914
75,"ranFile075.csv",-0.0460866853053719,0.0341894925479671,0.00210350654600557
76,"ranFile076.csv",-0.044090261717178,0.0328811434660247,0.00212832844074479
77,"ranFile077.csv",-0.0907461766619033,0.0482486251082561,0.0084924454142998
78,"ranFile078.csv",0.0148743018905696,0.0735515332537047,0.00021865184502431
79,"ranFile079.csv",-0.00165339184558089,0.0401130385872433,2.59777530293601e-06
80,"ranFile080.csv",0.0203944895232464,0.0350042303819357,0.000431692539705229
81,"ranFile081.csv",0.14419947903163,0.064733769389139,0.0255828373999555
82,"ranFile082.csv",-0.0936763816676092,0.0344503720116308,0.00906786269461196
83,"ranFile083.csv",-0.0405170161299597,0.0751917026500232,0.00174609552698195
84,"ranFile084.csv",-0.0368794643184264,0.0367631337620811,0.00141936483634893
85,"ranFile085.csv",-0.0481250142899746,0.0388555859666407,0.00218357166179532
86,"ranFile086.csv",-0.0060178983206248,0.0415634663295505,3.54102575765406e-05
87,"ranFile087.csv",0.0662278827698806,0.0419224997329627,0.0048983171722436
88,"ranFile088.csv",0.0417635285997652,0.0392672867438098,0.00172928960232355
89,"ranFile089.csv",0.123571604249473,0.053864829446365,0.0157920967499244
90,"ranFile090.csv",-0.00622929559642312,0.0370008345318409,3.83006801987624e-05
91,"ranFile091.csv",0.0620784430772324,0.0453619335826672,0.00384665268823459
92,"ranFile092.csv",0.0159221872458368,0.032738625386397,0.000254815544404569
93,"ranFile093.csv",0.0486007738175144,0.088915020881799,0.00266048675685988
94,"ranFile094.csv",0.0222048290994006,0.128823265161072,0.000618580603646395
95,"ranFile095.csv",0.035577600002607,0.0402561841169156,0.00122466261980603
96,"ranFile096.csv",0.0438561331007967,0.0953583588832975,0.00175953156418507
97,"ranFile097.csv",-0.0604260574140319,0.122746856994853,0.00265601996435046
98,"ranFile098.csv",0.037117362952174,0.0385159595619847,0.001357881771238
99,"ranFile099.csv",0.0634860770984481,0.0369048673777566,0.00425824173755976
100,"ranFile100.csv",0.0464153770778964,0.0318825345019226,0.00220058398040252
101,"ranFile101.csv",-0.00305146281705837,0.0454687051916068,9.50185770414169e-06
102,"ranFile102.csv",-0.0700276480345467,0.049645814431706,0.00476001462257351
103,"ranFile103.csv",0.020980702106171,0.0313056590865233,0.000478102541915975
104,"ranFile104.csv",0.0498038765215327,0.0321451396981311,0.00249424916543027
105,"ranFile105.csv",-0.028967166869576,0.0402379497651948,0.000785802734123151
106,"ranFile106.csv",-0.0360753262090207,0.0326141885827717,0.00131387317545011
107,"ranFile107.csv",-0.0100335187823145,0.0378597274054687,0.000102521858921885
108,"ranFile108.csv",0.0015983104614035,0.0355601070812457,2.58008064822124e-06
109,"ranFile109.csv",-0.0114105032026729,0.0682519815495275,0.000141140799682514
110,"ranFile110.csv",0.0424809160517926,0.0362669196029563,0.00185067519881512
111,"ranFile111.csv",-0.0274462888596583,0.0461232373605215,0.000726579380888984
112,"ranFile112.csv",-0.0265621772147497,0.0415283064448063,0.000739252148343537
113,"ranFile113.csv",-0.0433187262749019,0.0385163230723777,0.00173927829615676
114,"ranFile114.csv",0.0834640025019558,0.160052153826166,0.00551919443870626
115,"ranFile115.csv",0.0755521356510113,0.0657527872396595,0.00679433622292096
116,"ranFile116.csv",-0.0725340746404192,0.0403817912625548,0.00530454028049282
117,"ranFile117.csv",0.00333719051218744,0.0416309851337318,1.15570984732866e-05
118,"ranFile118.csv",0.0085257537170911,0.0507317913670435,7.82283181290408e-05
119,"ranFile119.csv",-0.252677949156841,0.0605870328683742,0.062030902496874
120,"ranFile120.csv",0.246659639329354,0.14877094535433,0.0600868203320042
